label_id,tag,tag_count,description
232,0.0,0.0,0.0
233,0.0,0.0,0.0
234,0.0,0.0,0.0
235,0.0,0.0,0.0
236,1.0,1.0,0.0
237,0.0,0.0,0.0
238,0.0,0.0,0.0
239,0.0,0.0,0.0
240,0.0,0.0,0.0
241,0.0,0.0,0.0
242,1.0,1.0,0.0
243,1.0,1.0,0.0
244,0.0,0.0,0.0
245,0.0,0.0,0.0
246,0.0,0.0,0.0
247,0.0,0.0,0.0
248,0.0,0.0,0.0
249,0.0,0.0,0.0
250,0.0,0.0,0.0
251,1.0,1.0,0.0
252,0.0,0.0,0.0
253,0.0,0.0,0.0
254,0.0,0.0,0.0
255,0.0,0.0,0.0
256,0.0,0.0,0.0
257,0.0,0.0,0.0
258,0.0,0.0,0.0
259,0.0,0.0,0.0
260,0.0,0.0,0.0
261,1.0,1.0,0.0
262,0.0,0.0,0.0
263,0.0,0.0,0.0
264,0.0,0.0,0.0
265,0.0,0.0,0.0
266,0.0,0.0,0.0
267,1.0,1.0,0.0
268,1.0,1.0,0.0
269,0.0,0.0,0.0
270,0.0,0.0,0.0
271,0.0,0.0,0.0
272,0.0,0.0,0.0
273,0.0,0.0,0.0
274,0.0,0.0,0.0
275,0.0,0.0,0.0
276,0.0,0.0,0.0
277,0.0,0.0,0.0
278,1.0,1.0,0.0
279,0.0,0.0,0.0
280,0.0,0.0,0.0
281,1.0,3.0,0.0
282,0.0,0.0,0.0
283,1.0,3.0,0.0
284,0.0,0.0,0.0
285,0.0,0.0,0.0
286,0.0,0.0,0.0
287,0.0,0.0,0.0
288,0.0,0.0,0.0
289,0.0,0.0,0.0
290,0.0,0.0,0.0
291,1.0,1.0,0.0
292,0.0,0.0,0.0
293,1.0,2.0,0.0
294,1.0,1.0,0.0
295,0.0,0.0,0.0
296,0.0,0.0,0.0
297,0.0,0.0,0.0
298,1.0,1.0,0.0
299,0.0,0.0,0.0
300,1.0,1.0,0.0
301,0.0,0.0,0.0
302,1.0,1.0,0.0
303,1.0,1.0,0.0
304,1.0,1.0,0.0
305,0.0,0.0,0.0
306,1.0,1.0,0.0
307,0.0,0.0,0.0
308,0.0,0.0,0.0
309,0.0,0.0,0.0
310,1.0,1.0,0.0
311,1.0,1.0,0.0
312,0.0,0.0,0.0
313,0.0,0.0,0.0
314,0.0,0.0,0.0
315,0.0,0.0,0.0
316,0.0,0.0,0.0
317,0.0,0.0,0.0
318,0.0,0.0,0.0
319,0.0,0.0,0.0
320,0.0,0.0,0.0
321,0.0,0.0,0.0
322,0.0,0.0,0.0
323,0.0,0.0,0.0
325,0.0,0.0,0.0
326,0.0,0.0,0.0
327,1.0,1.0,0.0
328,0.0,0.0,0.0
329,0.0,0.0,0.0
330,0.0,0.0,0.0
331,0.0,0.0,0.0
332,0.0,0.0,0.0
333,1.0,1.0,0.0
334,0.0,0.0,0.0
335,1.0,1.0,0.0
336,0.0,0.0,0.0
337,1.0,1.0,0.0
338,0.0,0.0,0.0
339,0.0,0.0,0.0
340,0.0,0.0,0.0
341,1.0,1.0,0.0
342,0.0,0.0,0.0
343,0.0,0.0,0.0
344,0.0,0.0,0.0
345,0.0,0.0,0.0
346,0.0,0.0,0.0
347,0.0,0.0,0.0
348,0.0,0.0,0.0
349,0.0,0.0,0.0
350,0.0,0.0,0.0
351,0.0,0.0,0.0
352,1.0,1.0,0.0
353,0.0,0.0,0.0
354,0.0,0.0,0.0
355,1.0,1.0,0.0
356,1.0,1.0,0.0
357,0.0,0.0,0.0
358,0.0,0.0,0.0
359,0.0,0.0,0.0
360,0.0,0.0,0.0
361,0.0,0.0,0.0
362,0.0,0.0,0.0
363,0.0,0.0,0.0
364,0.0,0.0,0.0
365,0.0,0.0,0.0
366,0.0,0.0,0.0
367,0.0,0.0,0.0
368,0.0,0.0,0.0
369,0.0,0.0,0.0
370,0.0,0.0,0.0
371,0.0,0.0,0.0
372,0.0,0.0,0.0
373,0.0,0.0,0.0
374,0.0,0.0,0.0
375,0.0,0.0,0.0
376,0.0,0.0,0.0
377,0.0,0.0,0.0
378,0.0,0.0,0.0
379,0.0,0.0,0.0
380,0.0,0.0,0.0
381,0.0,0.0,0.0
382,1.0,1.0,0.0
383,1.0,1.0,0.0
384,0.0,0.0,0.0
385,0.0,0.0,0.0
386,0.0,0.0,0.0
387,0.0,0.0,0.0
388,0.0,0.0,0.0
389,0.0,0.0,0.0
390,1.0,1.0,0.0
391,1.0,1.0,0.0
392,1.0,1.0,0.0
393,0.0,0.0,0.0
394,0.0,0.0,1.0
395,0.0,0.0,0.0
396,0.0,0.0,0.0
397,0.0,0.0,0.0
398,1.0,1.0,0.0
399,1.0,1.0,0.0
400,1.0,1.0,0.0
401,1.0,1.0,0.0
402,0.0,0.0,0.0
403,0.0,0.0,0.0
404,0.0,0.0,0.0
405,0.0,0.0,0.0
406,0.0,0.0,0.0
407,1.0,1.0,0.0
408,1.0,1.0,1.0
409,1.0,2.0,0.0
410,0.0,0.0,0.0
411,0.0,0.0,0.0
412,0.0,0.0,0.0
413,0.0,0.0,0.0
414,0.0,0.0,0.0
415,1.0,1.0,0.0
416,1.0,1.0,0.0
417,1.0,1.0,0.0
418,1.0,1.0,0.0
419,0.0,0.0,0.0
420,1.0,1.0,0.0
421,1.0,1.0,0.0
422,0.0,0.0,0.0
423,1.0,2.0,0.0
424,0.0,0.0,0.0
425,1.0,2.0,0.0
426,1.0,1.0,0.0
427,1.0,1.0,0.0
428,1.0,1.0,0.0
429,0.0,0.0,0.0
430,0.0,0.0,1.0
431,1.0,1.0,0.0
432,1.0,1.0,0.0
434,1.0,1.0,0.0
435,1.0,1.0,0.0
437,1.0,1.0,0.0
438,1.0,1.0,0.0
439,1.0,1.0,0.0
440,0.0,0.0,0.0
441,1.0,1.0,0.0
442,1.0,1.0,0.0
443,1.0,1.0,0.0
444,1.0,1.0,0.0
445,1.0,1.0,0.0
446,0.0,0.0,0.0
447,0.0,0.0,0.0
448,0.0,0.0,0.0
449,0.0,0.0,0.0
450,0.0,0.0,0.0
451,0.0,0.0,0.0
452,0.0,0.0,0.0
453,0.0,0.0,0.0
454,0.0,0.0,0.0
455,0.0,0.0,0.0
456,0.0,0.0,0.0
457,0.0,0.0,0.0
458,1.0,1.0,0.0
459,1.0,1.0,0.0
460,1.0,1.0,0.0
461,1.0,1.0,0.0
462,1.0,1.0,0.0
463,0.0,0.0,0.0
464,1.0,2.0,0.0
465,1.0,1.0,0.0
466,0.0,0.0,0.0
467,0.0,0.0,0.0
468,1.0,1.0,0.0
469,1.0,1.0,0.0
470,0.0,0.0,0.0
471,0.0,0.0,0.0
472,1.0,1.0,0.0
473,0.0,0.0,0.0
474,0.0,0.0,0.0
475,0.0,0.0,0.0
476,0.0,0.0,0.0
477,0.0,0.0,0.0
478,1.0,1.0,0.0
479,1.0,1.0,0.0
480,1.0,1.0,0.0
481,1.0,1.0,0.0
482,1.0,1.0,0.0
483,1.0,1.0,0.0
484,0.0,0.0,0.0
485,0.0,0.0,0.0
486,1.0,1.0,0.0
487,1.0,1.0,0.0
488,1.0,1.0,0.0
489,1.0,1.0,0.0
502,0.0,0.0,0.0
503,0.0,0.0,0.0
504,0.0,0.0,0.0
505,0.0,0.0,0.0
506,0.0,0.0,0.0
507,0.0,0.0,0.0
508,0.0,0.0,0.0
509,0.0,0.0,0.0
510,0.0,0.0,0.0
511,0.0,0.0,0.0
512,1.0,1.0,0.0
513,1.0,1.0,0.0
514,1.0,1.0,0.0
515,1.0,1.0,0.0
516,0.0,0.0,0.0
517,1.0,1.0,0.0
518,1.0,1.0,0.0
519,0.0,0.0,0.0
520,1.0,1.0,0.0
521,0.0,0.0,0.0
522,1.0,1.0,0.0
523,1.0,1.0,0.0
524,0.0,0.0,0.0
525,0.0,0.0,0.0
526,0.0,0.0,0.0
527,0.0,0.0,0.0
528,0.0,0.0,0.0
529,0.0,0.0,0.0
530,0.0,0.0,0.0
531,1.0,1.0,0.0
532,1.0,1.0,0.0
533,1.0,1.0,0.0
534,1.0,1.0,0.0
535,1.0,2.0,0.0
536,1.0,1.0,0.0
538,1.0,1.0,0.0
539,1.0,1.0,0.0
540,1.0,1.0,0.0
541,1.0,1.0,0.0
542,1.0,1.0,0.0
543,1.0,1.0,0.0
544,1.0,1.0,0.0
545,1.0,1.0,0.0
546,1.0,1.0,0.0
547,1.0,1.0,0.0
548,1.0,1.0,0.0
549,1.0,1.0,0.0
550,1.0,1.0,0.0
551,1.0,1.0,0.0
552,1.0,1.0,0.0
553,1.0,1.0,0.0
554,1.0,2.0,0.0
555,1.0,1.0,0.0
556,1.0,1.0,0.0
557,1.0,1.0,0.0
558,1.0,1.0,0.0
559,1.0,1.0,0.0
560,1.0,1.0,0.0
561,1.0,1.0,0.0
562,1.0,1.0,0.0
563,1.0,1.0,0.0
564,1.0,1.0,0.0
565,1.0,1.0,0.0
566,0.0,0.0,0.0
567,0.0,0.0,0.0
568,0.0,0.0,0.0
569,0.0,0.0,0.0
570,1.0,1.0,0.0
572,1.0,1.0,0.0
573,1.0,1.0,0.0
574,0.0,0.0,0.0
575,0.0,0.0,0.0
576,0.0,0.0,0.0
577,0.0,0.0,0.0
578,0.0,0.0,0.0
579,0.0,0.0,0.0
580,0.0,0.0,0.0
585,1.0,1.0,0.0
586,1.0,1.0,0.0
587,1.0,1.0,0.0
588,1.0,1.0,0.0
589,1.0,1.0,0.0
590,1.0,1.0,0.0
591,1.0,1.0,0.0
592,1.0,1.0,0.0
593,1.0,1.0,0.0
594,1.0,1.0,0.0
595,1.0,1.0,0.0
596,1.0,1.0,0.0
597,1.0,1.0,0.0
598,1.0,1.0,0.0
599,1.0,1.0,0.0
600,1.0,1.0,0.0
601,1.0,1.0,0.0
602,1.0,1.0,0.0
603,1.0,1.0,0.0
604,1.0,1.0,0.0
605,1.0,1.0,0.0
606,1.0,1.0,0.0
607,1.0,1.0,0.0
608,1.0,1.0,0.0
609,1.0,1.0,0.0
611,1.0,1.0,0.0
612,1.0,1.0,0.0
613,1.0,1.0,0.0
614,1.0,1.0,0.0
615,1.0,1.0,0.0
616,1.0,1.0,0.0
617,1.0,1.0,0.0
618,1.0,1.0,0.0
619,1.0,1.0,0.0
620,1.0,1.0,0.0
621,1.0,1.0,0.0
622,1.0,1.0,0.0
623,1.0,1.0,0.0
624,1.0,1.0,0.0
625,1.0,1.0,0.0
626,1.0,1.0,0.0
627,1.0,1.0,0.0
628,1.0,1.0,0.0
629,0.0,0.0,0.0
630,0.0,0.0,0.0
631,0.0,0.0,0.0
632,1.0,1.0,0.0
633,0.0,0.0,0.0
634,0.0,0.0,0.0
635,1.0,1.0,0.0
636,0.0,0.0,0.0
637,1.0,1.0,0.0
639,0.0,0.0,1.0
640,0.0,0.0,0.0
641,1.0,1.0,0.0
642,1.0,1.0,0.0
643,1.0,1.0,0.0
644,1.0,1.0,0.0
645,1.0,1.0,0.0
646,1.0,1.0,0.0
647,1.0,1.0,0.0
648,1.0,1.0,0.0
649,1.0,1.0,0.0
650,1.0,1.0,0.0
651,1.0,1.0,0.0
652,1.0,1.0,0.0
653,1.0,1.0,0.0
654,1.0,1.0,0.0
655,0.0,0.0,0.0
656,0.0,0.0,0.0
657,1.0,1.0,0.0
659,1.0,1.0,0.0
660,1.0,1.0,0.0
661,0.0,0.0,0.0
662,0.0,0.0,0.0
663,0.0,0.0,0.0
664,0.0,0.0,0.0
665,0.0,0.0,0.0
666,0.0,0.0,0.0
667,1.0,1.0,0.0
668,1.0,1.0,0.0
669,1.0,1.0,0.0
670,1.0,1.0,0.0
671,1.0,1.0,0.0
672,1.0,1.0,0.0
673,1.0,1.0,0.0
674,1.0,1.0,0.0
675,1.0,1.0,0.0
676,1.0,1.0,0.0
677,1.0,1.0,0.0
678,1.0,1.0,0.0
679,1.0,1.0,0.0
680,1.0,1.0,0.0
681,1.0,1.0,0.0
682,1.0,1.0,0.0
683,1.0,1.0,0.0
684,1.0,1.0,0.0
685,1.0,1.0,0.0
686,1.0,1.0,0.0
687,1.0,1.0,0.0
688,1.0,1.0,0.0
689,1.0,1.0,0.0
690,1.0,1.0,0.0
691,1.0,1.0,0.0
692,1.0,1.0,0.0
693,1.0,1.0,0.0
694,1.0,1.0,0.0
695,1.0,1.0,0.0
697,1.0,1.0,0.0
698,1.0,1.0,0.0
699,1.0,1.0,0.0
700,1.0,1.0,0.0
701,1.0,1.0,0.0
702,1.0,1.0,0.0
703,1.0,1.0,0.0
704,1.0,1.0,0.0
705,1.0,1.0,0.0
706,1.0,1.0,0.0
707,1.0,1.0,0.0
708,1.0,1.0,0.0
710,1.0,1.0,0.0
711,0.0,0.0,0.0
712,0.0,0.0,0.0
713,1.0,1.0,0.0
714,0.0,0.0,0.0
715,0.0,0.0,0.0
716,1.0,1.0,0.0
717,1.0,1.0,0.0
718,1.0,1.0,0.0
719,1.0,1.0,0.0
720,1.0,1.0,0.0
721,1.0,2.0,0.0
722,1.0,1.0,0.0
723,1.0,1.0,0.0
724,1.0,1.0,0.0
725,1.0,1.0,0.0
726,1.0,1.0,0.0
727,1.0,1.0,0.0
728,1.0,1.0,0.0
729,1.0,1.0,0.0
730,1.0,1.0,0.0
731,1.0,1.0,0.0
732,1.0,2.0,0.0
733,1.0,2.0,0.0
734,0.0,0.0,0.0
735,0.0,0.0,0.0
736,0.0,0.0,0.0
737,0.0,0.0,0.0
738,0.0,0.0,0.0
739,0.0,0.0,0.0
740,1.0,1.0,0.0
741,0.0,0.0,0.0
742,0.0,0.0,0.0
743,0.0,0.0,0.0
744,0.0,0.0,0.0
745,0.0,0.0,0.0
746,0.0,0.0,0.0
747,0.0,0.0,0.0
748,0.0,0.0,0.0
749,1.0,1.0,0.0
750,1.0,1.0,0.0
751,1.0,1.0,0.0
752,0.0,0.0,0.0
753,0.0,0.0,0.0
754,0.0,0.0,0.0
755,0.0,0.0,0.0
756,0.0,0.0,0.0
757,0.0,0.0,0.0
758,0.0,0.0,0.0
759,0.0,0.0,0.0
760,0.0,0.0,0.0
761,0.0,0.0,0.0
762,0.0,0.0,0.0
763,0.0,0.0,0.0
764,0.0,0.0,0.0
765,0.0,0.0,0.0
766,0.0,0.0,0.0
767,0.0,0.0,0.0
768,0.0,0.0,0.0
777,0.0,0.0,0.0
778,0.0,0.0,0.0
779,0.0,0.0,0.0
780,0.0,0.0,0.0
781,1.0,1.0,0.0
782,1.0,1.0,0.0
784,0.0,0.0,0.0
785,1.0,1.0,0.0
786,1.0,2.0,0.0
787,1.0,1.0,0.0
788,1.0,2.0,0.0
789,1.0,2.0,0.0
790,1.0,1.0,0.0
791,1.0,2.0,0.0
792,1.0,2.0,0.0
793,1.0,1.0,0.0
794,1.0,2.0,0.0
796,1.0,1.0,0.0
797,1.0,1.0,0.0
798,0.0,0.0,0.0
799,1.0,1.0,0.0
800,1.0,1.0,0.0
801,1.0,2.0,0.0
802,1.0,1.0,0.0
803,1.0,2.0,0.0
804,1.0,1.0,0.0
805,1.0,1.0,0.0
806,1.0,1.0,0.0
808,1.0,1.0,0.0
809,1.0,1.0,0.0
811,0.0,0.0,0.0
814,0.0,0.0,0.0
815,0.0,0.0,0.0
816,0.0,0.0,0.0
817,0.0,0.0,0.0
818,0.0,0.0,0.0
819,1.0,1.0,0.0
820,1.0,1.0,0.0
821,1.0,1.0,0.0
822,1.0,1.0,0.0
823,1.0,1.0,0.0
824,1.0,1.0,0.0
825,1.0,1.0,0.0
826,1.0,1.0,0.0
827,1.0,1.0,0.0
828,0.0,0.0,0.0
829,1.0,1.0,0.0
830,0.0,0.0,0.0
831,0.0,0.0,0.0
832,0.0,0.0,0.0
833,0.0,0.0,0.0
834,0.0,0.0,0.0
835,0.0,0.0,0.0
836,0.0,0.0,0.0
837,1.0,1.0,0.0
838,1.0,1.0,0.0
839,1.0,1.0,0.0
840,0.0,0.0,0.0
841,0.0,0.0,0.0
842,1.0,1.0,0.0
843,1.0,1.0,0.0
845,1.0,1.0,0.0
846,1.0,1.0,0.0
847,1.0,1.0,0.0
848,1.0,1.0,0.0
849,1.0,1.0,0.0
850,1.0,1.0,0.0
851,0.0,0.0,0.0
852,1.0,1.0,0.0
853,1.0,1.0,0.0
854,0.0,0.0,0.0
855,0.0,0.0,0.0
856,1.0,1.0,0.0
857,1.0,1.0,0.0
858,0.0,0.0,0.0
859,0.0,0.0,0.0
860,1.0,1.0,0.0
861,1.0,1.0,0.0
862,0.0,0.0,0.0
863,0.0,0.0,0.0
864,1.0,1.0,0.0
865,1.0,1.0,0.0
866,0.0,0.0,0.0
867,0.0,0.0,0.0
868,1.0,1.0,0.0
869,1.0,1.0,0.0
870,0.0,0.0,0.0
871,1.0,1.0,0.0
872,1.0,1.0,0.0
873,1.0,1.0,0.0
875,1.0,1.0,0.0
876,1.0,1.0,0.0
877,1.0,1.0,0.0
878,1.0,2.0,0.0
879,1.0,2.0,0.0
880,1.0,1.0,0.0
881,1.0,1.0,0.0
882,0.0,0.0,0.0
884,0.0,0.0,1.0
885,1.0,1.0,0.0
886,0.0,0.0,0.0
887,1.0,1.0,0.0
888,0.0,0.0,1.0
889,1.0,1.0,0.0
890,0.0,0.0,0.0
891,1.0,1.0,0.0
892,1.0,1.0,0.0
893,1.0,1.0,0.0
894,0.0,0.0,0.0
895,1.0,1.0,0.0
896,1.0,1.0,0.0
897,0.0,0.0,0.0
898,0.0,0.0,1.0
899,0.0,0.0,0.0
900,1.0,2.0,0.0
901,0.0,0.0,0.0
902,0.0,0.0,1.0
903,1.0,1.0,0.0
904,1.0,1.0,0.0
905,1.0,1.0,0.0
906,0.0,0.0,1.0
907,0.0,0.0,0.0
908,0.0,0.0,0.0
909,0.0,0.0,0.0
910,0.0,0.0,0.0
911,0.0,0.0,0.0
912,0.0,0.0,0.0
913,0.0,0.0,0.0
914,1.0,1.0,0.0
915,1.0,1.0,0.0
916,0.0,0.0,0.0
917,0.0,0.0,0.0
918,0.0,0.0,1.0
919,0.0,0.0,1.0
920,0.0,0.0,1.0
921,1.0,2.0,0.0
922,0.0,0.0,1.0
923,1.0,1.0,0.0
924,1.0,1.0,0.0
925,0.0,0.0,0.0
926,0.0,0.0,0.0
927,1.0,2.0,0.0
940,0.0,0.0,0.0
941,0.0,0.0,0.0
942,1.0,1.0,0.0
943,1.0,1.0,0.0
944,0.0,0.0,0.0
945,0.0,0.0,0.0
946,0.0,0.0,0.0
947,0.0,0.0,0.0
948,1.0,1.0,0.0
949,1.0,1.0,0.0
950,1.0,1.0,0.0
951,1.0,1.0,0.0
952,1.0,1.0,0.0
953,1.0,1.0,0.0
954,1.0,1.0,0.0
955,1.0,1.0,0.0
956,1.0,3.0,0.0
957,1.0,2.0,0.0
958,0.0,0.0,0.0
966,1.0,1.0,0.0
967,0.0,0.0,0.0
968,1.0,1.0,0.0
969,0.0,0.0,0.0
970,0.0,0.0,0.0
971,1.0,1.0,0.0
972,1.0,2.0,0.0
974,1.0,1.0,0.0
975,1.0,1.0,0.0
976,1.0,1.0,0.0
977,0.0,0.0,0.0
978,1.0,1.0,0.0
979,1.0,1.0,0.0
981,1.0,1.0,0.0
982,1.0,1.0,0.0
983,1.0,1.0,0.0
984,1.0,1.0,0.0
985,1.0,1.0,0.0
986,1.0,1.0,0.0
987,1.0,1.0,0.0
988,1.0,1.0,0.0
989,1.0,1.0,0.0
990,1.0,1.0,0.0
991,1.0,1.0,0.0
992,1.0,1.0,0.0
993,1.0,1.0,0.0
994,1.0,1.0,0.0
995,1.0,1.0,0.0
996,1.0,1.0,0.0
997,1.0,1.0,0.0
998,1.0,1.0,0.0
999,1.0,1.0,0.0
1000,1.0,1.0,0.0
1001,1.0,1.0,0.0
1002,1.0,1.0,0.0
1003,1.0,1.0,0.0
1011,1.0,1.0,0.0
1012,1.0,1.0,0.0
1013,1.0,2.0,0.0
1014,1.0,2.0,0.0
1015,1.0,1.0,0.0
1016,1.0,1.0,0.0
1017,1.0,1.0,0.0
1020,1.0,1.0,0.0
1021,1.0,2.0,0.0
1022,1.0,1.0,0.0
1023,1.0,1.0,0.0
1024,0.0,0.0,0.0
1025,0.0,0.0,0.0
1026,0.0,0.0,0.0
1027,0.0,0.0,0.0
1028,0.0,0.0,0.0
1029,0.0,0.0,0.0
1030,0.0,0.0,0.0
1031,0.0,0.0,0.0
1032,1.0,1.0,0.0
1034,1.0,1.0,1.0
1035,1.0,1.0,0.0
1036,1.0,1.0,0.0
1037,1.0,1.0,0.0
1038,1.0,1.0,0.0
1039,1.0,1.0,0.0
1040,1.0,2.0,0.0
1041,1.0,1.0,0.0
1042,1.0,1.0,0.0
1043,1.0,1.0,0.0
1044,1.0,1.0,0.0
1045,1.0,1.0,0.0
1046,1.0,2.0,0.0
1047,1.0,2.0,0.0
1048,1.0,1.0,0.0
1049,1.0,2.0,0.0
1050,1.0,2.0,0.0
1051,1.0,2.0,0.0
1052,1.0,2.0,0.0
1053,1.0,2.0,0.0
1054,1.0,2.0,0.0
1055,0.0,0.0,0.0
1056,1.0,1.0,0.0
1057,1.0,2.0,0.0
1058,1.0,2.0,0.0
1059,1.0,2.0,0.0
1060,1.0,1.0,0.0
1061,1.0,1.0,0.0
1062,0.0,0.0,0.0
1063,1.0,1.0,0.0
1064,1.0,1.0,0.0
1065,1.0,1.0,0.0
1066,1.0,1.0,0.0
1067,1.0,1.0,0.0
1068,1.0,2.0,0.0
1069,1.0,1.0,0.0
1070,1.0,1.0,0.0
1071,1.0,1.0,0.0
1072,1.0,1.0,0.0
1073,1.0,1.0,0.0
1074,1.0,1.0,0.0
1075,1.0,1.0,0.0
1076,1.0,2.0,0.0
1077,1.0,1.0,0.0
1078,0.0,0.0,0.0
1079,1.0,1.0,0.0
1080,1.0,1.0,0.0
1081,1.0,1.0,0.0
1082,1.0,1.0,0.0
1083,1.0,1.0,0.0
1084,1.0,1.0,0.0
1085,1.0,1.0,0.0
1086,1.0,1.0,0.0
1087,1.0,2.0,0.0
1088,1.0,2.0,0.0
1089,1.0,1.0,0.0
1090,1.0,1.0,0.0
1091,1.0,1.0,0.0
1092,1.0,1.0,0.0
1093,1.0,1.0,0.0
1094,1.0,1.0,0.0
1095,1.0,1.0,0.0
1096,1.0,1.0,0.0
1097,1.0,1.0,0.0
1098,1.0,1.0,0.0
1099,1.0,1.0,0.0
1100,1.0,1.0,0.0
1101,1.0,1.0,0.0
1102,1.0,1.0,0.0
1103,1.0,1.0,0.0
1104,1.0,1.0,0.0
1105,0.0,0.0,0.0
1106,1.0,1.0,0.0
1107,1.0,1.0,0.0
1108,1.0,1.0,0.0
1109,1.0,1.0,0.0
1110,1.0,1.0,0.0
1111,1.0,1.0,0.0
1112,1.0,1.0,0.0
1113,1.0,1.0,0.0
